PROP_ID,LOC_ID,SITE_ADDR,current_use_code,nearby_count,suggestion_1_code,suggestion_1_confidence,suggestion_1_reason,suggestion_1_description
"220-102","F_756072_2962207","22-26 SPARKS ST",199,175,102,0.575,"100/175 nearby properties (57.5%); Code: Condominium","Condominium"
"220-107","F_756686_2962521","114 BRATTLE ST",199,60,101,0.810,"48/60 nearby properties (81.0%); Code: Single Family","Single Family"
"220-123","F_756101_2962380","36 SPARKS ST",199,167,102,0.540,"90/167 nearby properties (54.0%); Code: Condominium","Condominium"
"220-137","F_756529_2961805","185-187 MT AUBURN ST",013,124,102,0.817,"101/124 nearby properties (81.7%); Code: Condominium","Condominium"
"220-165","F_756223_2961948","221 MT AUBURN ST",199,150,101,0.590,"88/150 nearby properties (59.0%); Code: Single Family","Single Family"
"220-176","F_756330_2961843","205 MT AUBURN ST",199,126,102,0.672,"84/126 nearby properties (67.2%); Code: Condominium","Condominium"
"220-185","F_756415_2962117","28-30 FOSTER ST",199,174,102,0.586,"101/174 nearby properties (58.6%); Code: Condominium","Condominium"
"221-10","F_755381_2961909","269 MT AUBURN ST",199,84,101,0.423,"35/84 nearby properties (42.3%); Code: Single Family","Single Family"
"221-13","F_755338_2962060","22 LOWELL ST",199,99,101,0.473,"46/99 nearby properties (47.3%); Code: Single Family","Single Family"
"221-40","F_755913_2961877","237-239 MT AUBURN ST",199,145,102,0.681,"98/145 nearby properties (68.1%); Code: Condominium","Condominium"
"221-43","F_755873_2961973","8 CAMDEN PL",199,165,102,0.595,"98/165 nearby properties (59.5%); Code: Condominium","Condominium"
"221-46","F_755799_2961886","247-249 MT AUBURN ST",199,155,102,0.635,"98/155 nearby properties (63.5%); Code: Condominium","Condominium"
"221-53","F_755642_2962047","12-14 MAYNARD PL",199,126,101,0.526,"66/126 nearby properties (52.6%); Code: Single Family","Single Family"
"221-77","F_755404_2962166","38 GIBSON ST",199,89,101,0.602,"53/89 nearby properties (60.2%); Code: Single Family","Single Family"
"221-87","F_755884_2962084","2-8 SPARKS PL",199,183,102,0.537,"98/183 nearby properties (53.7%); Code: Condominium","Condominium"
"221-116","F_755910_2962272","90-94 FOSTER ST",199,185,102,0.548,"101/185 nearby properties (54.8%); Code: Condominium","Condominium"
"223-55","F_755802_2963347","63 SPARKS ST",199,50,101,0.796,"39/50 nearby properties (79.6%); Code: Single Family","Single Family"
"223-56","F_755820_2963324","61 SPARKS ST",199,49,101,0.812,"39/49 nearby properties (81.2%); Code: Single Family","Single Family"
"224-4","F_756580_2963592","32-38 PARKER ST",199,137,102,0.703,"96/137 nearby properties (70.3%); Code: Condominium","Condominium"
"224-7","F_756745_2963669","16-18 PARKER ST",199,144,102,0.769,"110/144 nearby properties (76.9%); Code: Condominium","Condominium"
"224-42","F_756831_2963478","5 CRAIGIE CIR",013,274,102,0.793,"217/274 nearby properties (79.3%); Code: Condominium","Condominium"
"225-3","F_756424_2963997","56 CONCORD AVE",199,119,102,0.649,"77/119 nearby properties (64.9%); Code: Condominium","Condominium"
"225-5","F_756497_2963910","54 CONCORD AVE",199,140,102,0.662,"92/140 nearby properties (66.2%); Code: Condominium","Condominium"
"225-7","F_756645_2963877","46-48 CONCORD AVE",199,160,102,0.777,"124/160 nearby properties (77.7%); Code: Condominium","Condominium"
"225-8","F_756716_2963817","44-46 CONCORD AVE",199,140,102,0.764,"106/140 nearby properties (76.4%); Code: Condominium","Condominium"
"225-18","F_756315_2963869","31-33 HEALEY ST",199,146,102,0.691,"100/146 nearby properties (69.1%); Code: Condominium","Condominium"
"225-32","F_756514_2963694","33 PARKER ST",199,148,102,0.712,"105/148 nearby properties (71.2%); Code: Condominium","Condominium"
"225-34","F_756423_2963720","20 HEALEY ST",199,161,102,0.651,"104/161 nearby properties (65.1%); Code: Condominium","Condominium"
"226-49","F_755778_2964299","5 CLEMENT CIR",199,86,102,0.443,"38/86 nearby properties (44.3%); Code: Condominium","Condominium"
"226-63","F_755731_2964379","182 HURON AVE",199,97,102,0.512,"49/97 nearby properties (51.2%); Code: Condominium","Condominium"
"227-15","F_756326_2964574","15A MADISON ST",199,97,102,0.506,"49/97 nearby properties (50.6%); Code: Condominium","Condominium"
"227-16","F_756304_2964546","15 MADISON ST",199,94,102,0.523,"49/94 nearby properties (52.3%); Code: Condominium","Condominium"
"227-22","F_756151_2964521","159 CONCORD AVE",199,113,102,0.440,"49/113 nearby properties (44.0%); Code: Condominium","Condominium"
"227-25","F_755951_2964594","197 CONCORD AVE",199,120,102,0.462,"55/120 nearby properties (46.2%); Code: Condominium","Condominium"
"227-94","F_756628_2964648","7 GARDEN TER",199,65,101,0.500,"32/65 nearby properties (50.0%); Code: Single Family","Single Family"
"227-99","F_756051_2964631","148 HURON AVE",013,132,102,0.487,"64/132 nearby properties (48.7%); Code: Condominium","Condominium"
"227-100","F_756083_2964673","138-140 HURON AVE",199,140,102,0.500,"70/140 nearby properties (50.0%); Code: Condominium","Condominium"
"228-3","F_756067_2965337","9 WINSLOW ST",199,199,102,0.565,"112/199 nearby properties (56.5%); Code: Condominium","Condominium"
"228-11","F_756064_2965440","17 SHERMAN ST",199,183,102,0.528,"96/183 nearby properties (52.8%); Code: Condominium","Condominium"
"228-21","F_755929_2965701","33-35 SHERMAN ST",199,169,102,0.476,"80/169 nearby properties (47.6%); Code: Condominium","Condominium"
"228-22","F_755947_2965665","31 SHERMAN ST",199,160,102,0.460,"73/160 nearby properties (46.0%); Code: Condominium","Condominium"
"228-23","F_755966_2965629","29 SHERMAN ST",199,159,102,0.435,"69/159 nearby properties (43.5%); Code: Condominium","Condominium"
"228-28","F_755653_2965668","1 STEARNS ST",199,124,102,0.402,"49/124 nearby properties (40.2%); Code: Condominium","Condominium"
"228-30","F_755611_2965730","153 GARDEN ST",199,127,102,0.435,"55/127 nearby properties (43.5%); Code: Condominium","Condominium"
"228-31","F_755646_2965772","280 WALDEN ST",199,124,102,0.452,"56/124 nearby properties (45.2%); Code: Condominium","Condominium"
"228-32","F_755678_2965794","276 WALDEN ST",199,126,102,0.486,"61/126 nearby properties (48.6%); Code: Condominium","Condominium"
"228-35","F_755782_2965857","264 WALDEN ST",199,122,102,0.500,"61/122 nearby properties (50.0%); Code: Condominium","Condominium"
"228-53","F_755740_2965584","2 STEARNS ST",199,152,102,0.446,"67/152 nearby properties (44.6%); Code: Condominium","Condominium"
"229-12","F_755373_2965131","7 DONNELL ST",199,176,102,0.579,"101/176 nearby properties (57.9%); Code: Condominium","Condominium"
"229-20","F_755714_2965163","23 ORRIN ST",199,194,102,0.548,"106/194 nearby properties (54.8%); Code: Condominium","Condominium"
"229-26","F_755721_2965383","28-30 DONNELL ST",199,125,101,0.364,"45/125 nearby properties (36.4%); Code: Single Family","Single Family"
"229-34","F_755807_2965105","40 TIERNEY ST",199,169,102,0.551,"93/169 nearby properties (55.1%); Code: Condominium","Condominium"
"229-40","F_756100_2964994","113-115 HURON AVE",199,170,102,0.593,"100/170 nearby properties (59.3%); Code: Condominium","Condominium"
"229-41","F_756058_2964943","119 HURON AVE",199,204,102,0.654,"133/204 nearby properties (65.4%); Code: Condominium","Condominium"
"229-49","F_755704_2965052","21 KELLEY ST",199,165,102,0.557,"91/165 nearby properties (55.7%); Code: Condominium","Condominium"
"229-67","F_755628_2964827","231 CONCORD AVE",199,162,102,0.594,"96/162 nearby properties (59.4%); Code: Condominium","Condominium"
"229-67-1","F_755628_2964827","231 CONCORD AVE #1",343,162,102,0.594,"96/162 nearby properties (59.4%); Code: Condominium","Condominium"
"229-78","F_755372_2965073","5 DONNELL ST",199,170,102,0.630,"107/170 nearby properties (63.0%); Code: Condominium","Condominium"
"229-79","F_755364_2964989","263 CONCORD AVE",199,151,102,0.616,"93/151 nearby properties (61.6%); Code: Condominium","Condominium"
"229-80","F_755333_2965008","267 CONCORD AVE",199,169,102,0.630,"106/169 nearby properties (63.0%); Code: Condominium","Condominium"
"229-81","F_755301_2965028","271 CONCORD AVE",199,165,102,0.613,"101/165 nearby properties (61.3%); Code: Condominium","Condominium"
"229-82","F_755282_2965068","273-275 CONCORD AVE",199,163,102,0.569,"92/163 nearby properties (56.9%); Code: Condominium","Condominium"
"229-103","F_755113_2965142","297 CONCORD AVE",199,178,102,0.615,"109/178 nearby properties (61.5%); Code: Condominium","Condominium"
"229-107","F_755597_2965528","146 GARDEN ST",199,139,102,0.352,"48/139 nearby properties (35.2%); Code: Condominium","Condominium"
"229-110","F_755541_2964927","243-245 CONCORD AVE",199,184,102,0.451,"82/184 nearby properties (45.1%); Code: Condominium","Condominium"
"229-111","F_755680_2964913","26-28 KELLEY ST",199,150,102,0.559,"83/150 nearby properties (55.9%); Code: Condominium","Condominium"
"229-122","F_755401_2965168","9 DONNELL ST",199,158,102,0.549,"86/158 nearby properties (54.9%); Code: Condominium","Condominium"
"229-134","F_756021_2965051","20 TIERNEY ST",199,175,102,0.623,"109/175 nearby properties (62.3%); Code: Condominium","Condominium"
"229-139","F_756186_2965043","1 GARDEN CT",199,144,102,0.547,"78/144 nearby properties (54.7%); Code: Condominium","Condominium"
"229-140","F_756147_2965068","3 GARDEN CT",199,143,102,0.571,"81/143 nearby properties (57.1%); Code: Condominium","Condominium"
"229-141","F_756105_2965096","5 GARDEN CT",199,156,102,0.566,"88/156 nearby properties (56.6%); Code: Condominium","Condominium"
"229-142","F_756052_2965128","7 GARDEN CT",199,155,102,0.551,"85/155 nearby properties (55.1%); Code: Condominium","Condominium"
"229-143","F_756085_2965185","8 GARDEN CT",199,146,102,0.556,"81/146 nearby properties (55.6%); Code: Condominium","Condominium"
"229-144","F_756140_2965156","6 GARDEN CT",199,145,102,0.540,"78/145 nearby properties (54.0%); Code: Condominium","Condominium"
"229-146","F_756228_2965106","2 GARDEN CT",199,130,102,0.535,"69/130 nearby properties (53.5%); Code: Condominium","Condominium"
"229-149","F_755770_2964872","34 KELLEY ST",199,162,102,0.628,"101/162 nearby properties (62.8%); Code: Condominium","Condominium"
"229-165","F_755676_2964812","225-229 CONCORD AVE",013,188,102,0.629,"118/188 nearby properties (62.9%); Code: Condominium","Condominium"
"230-2","F_755076_2964990","286 CONCORD AVE",013,177,102,0.622,"110/177 nearby properties (62.2%); Code: Condominium","Condominium"
"230-4","F_755130_2964961","280 CONCORD AVE",031,167,102,0.592,"98/167 nearby properties (59.2%); Code: Condominium","Condominium"
"230-5","F_755178_2964928","274-276 CONCORD AVE",199,170,102,0.599,"101/170 nearby properties (59.9%); Code: Condominium","Condominium"
"230-12","F_754964_2964936","384-390 WALDEN ST",199,175,102,0.579,"101/175 nearby properties (57.9%); Code: Condominium","Condominium"
"230-36","F_754811_2964733","414 WALDEN ST",199,148,102,0.467,"69/148 nearby properties (46.7%); Code: Condominium","Condominium"
"230-46","F_755485_2964745","240 CONCORD AVE",031,151,102,0.589,"88/151 nearby properties (58.9%); Code: Condominium","Condominium"
"230-46-1","F_755485_2964745","240 CONCORD AVE #1",013,151,102,0.589,"88/151 nearby properties (58.9%); Code: Condominium","Condominium"
"230-46-2","F_755485_2964745","240 CONCORD AVE #2",013,151,102,0.589,"88/151 nearby properties (58.9%); Code: Condominium","Condominium"
"230-47","F_755529_2964719","234 CONCORD AVE",199,146,102,0.548,"80/146 nearby properties (54.8%); Code: Condominium","Condominium"
"230-48","F_755462_2964668","43 ROYAL AVE",199,156,102,0.573,"89/156 nearby properties (57.3%); Code: Condominium","Condominium"
"230-50","F_755414_2964573","33 ROYAL AVE",199,144,102,0.582,"83/144 nearby properties (58.2%); Code: Condominium","Condominium"
"230-56","F_755199_2964319","243 HURON AVE",199,103,101,0.363,"37/103 nearby properties (36.3%); Code: Single Family","Single Family"
"230-57","F_755102_2964314","249 HURON AVE",199,111,101,0.351,"38/111 nearby properties (35.1%); Code: Single Family","Single Family"
"230-63","F_755221_2964570","180 APPLETON ST",199,127,102,0.400,"50/127 nearby properties (40.0%); Code: Condominium","Condominium"
"230-72","F_755673_2964529","173-177 HURON AVE",199,148,102,0.609,"90/148 nearby properties (60.9%); Code: Condominium","Condominium"
"230-73","F_755646_2964492","179-181 HURON AVE",199,141,102,0.545,"76/141 nearby properties (54.5%); Code: Condominium","Condominium"
"230-94","F_755029_2964897","17 SAVILLE ST",199,186,102,0.583,"108/186 nearby properties (58.3%); Code: Condominium","Condominium"
"230-96","F_754699_2964633","47 VASSAL LN",199,157,102,0.527,"82/157 nearby properties (52.7%); Code: Condominium","Condominium"
"230-101","F_754825_2964462","25 VASSAL LN",199,156,102,0.512,"79/156 nearby properties (51.2%); Code: Condominium","Condominium"
"230-104","F_755177_2964394","164 APPLETON ST",199,127,102,0.360,"45/127 nearby properties (36.0%); Code: Condominium","Condominium"
"230-105","F_755128_2964357","158-160 APPLETON ST",199,118,101,0.346,"40/118 nearby properties (34.6%); Code: Single Family","Single Family"
"230-119","F_755264_2964330","235 HURON AVE",199,115,102,0.416,"47/115 nearby properties (41.6%); Code: Condominium","Condominium"
"230-120","F_755305_2964315","229 HURON AVE",199,112,102,0.429,"48/112 nearby properties (42.9%); Code: Condominium","Condominium"
"230-145","F_755186_2964784","3 SAVILLE ST",199,164,102,0.580,"95/164 nearby properties (58.0%); Code: Condominium","Condominium"
"231-23","F_755182_2963950","11 APPLETON RD",199,79,102,0.377,"29/79 nearby properties (37.7%); Code: Condominium","Condominium"
"231-51","F_755260_2963871","11 HEMLOCK RD",199,72,101,0.438,"31/72 nearby properties (43.8%); Code: Single Family","Single Family"
"232-14","F_754625_2964305","293 HURON AVE",199,173,102,0.583,"100/173 nearby properties (58.3%); Code: Condominium","Condominium"
"232-16","F_754661_2964393","76 RESERVOIR ST",199,175,102,0.570,"99/175 nearby properties (57.0%); Code: Condominium","Condominium"
"232-17","F_754670_2964438","78 RESERVOIR ST",199,168,102,0.547,"91/168 nearby properties (54.7%); Code: Condominium","Condominium"
"232-21","F_754730_2964319","287 HURON AVE",199,152,102,0.528,"80/152 nearby properties (52.8%); Code: Condominium","Condominium"
"232-25","F_754929_2964185","264 HURON AVE",199,136,102,0.478,"64/136 nearby properties (47.8%); Code: Condominium","Condominium"
"232-27","F_754949_2964111","133-135 APPLETON ST",199,130,102,0.472,"61/130 nearby properties (47.2%); Code: Condominium","Condominium"
"232-33","F_754832_2963971","30 BLAKESLEE ST",199,104,102,0.391,"40/104 nearby properties (39.1%); Code: Condominium","Condominium"
"232-43","F_754612_2964078","60 RESERVOIR ST",199,129,102,0.514,"66/129 nearby properties (51.4%); Code: Condominium","Condominium"
"232-44","F_754602_2964154","292 HURON AVE",199,146,102,0.529,"77/146 nearby properties (52.9%); Code: Condominium","Condominium"
"232-45","F_754648_2964152","288-290 HURON AVE",199,138,102,0.527,"72/138 nearby properties (52.7%); Code: Condominium","Condominium"
"232-47","F_754742_2964166","278 HURON AVE",199,143,102,0.479,"68/143 nearby properties (47.9%); Code: Condominium","Condominium"
"232-48","F_754707_2964095","39 BLAKESLEE ST",199,128,102,0.476,"60/128 nearby properties (47.6%); Code: Condominium","Condominium"
"232-51","F_754686_2963958","27 BLAKESLEE ST",199,101,102,0.405,"40/101 nearby properties (40.5%); Code: Condominium","Condominium"
"232-52","F_754679_2963912","23 BLAKESLEE ST",199,86,102,0.356,"30/86 nearby properties (35.6%); Code: Condominium","Condominium"
"232-69","F_754939_2964064","127 APPLETON ST",199,127,102,0.462,"58/127 nearby properties (46.2%); Code: Condominium","Condominium"
"233-27","F_754165_2964764","109 FAYERWEATHER ST",199,206,102,0.677,"139/206 nearby properties (67.7%); Code: Condominium","Condominium"
"233-35","F_754013_2964483","30 CHILTON ST",199,203,102,0.722,"146/203 nearby properties (72.2%); Code: Condominium","Condominium"
"233-36","F_754021_2964533","36 CHILTON ST",199,204,102,0.701,"143/204 nearby properties (70.1%); Code: Condominium","Condominium"
"233-42","F_754068_2964829","64-66 CHILTON ST",199,191,102,0.654,"124/191 nearby properties (65.4%); Code: Condominium","Condominium"
"233-57","F_754242_2964358","92 FAYERWEATHER ST",199,198,102,0.696,"137/198 nearby properties (69.6%); Code: Condominium","Condominium"
"233-59","F_754259_2964450","96 FAYERWEATHER ST",199,209,102,0.711,"148/209 nearby properties (71.1%); Code: Condominium","Condominium"
"233-62","F_754283_2964597","104 FAYERWEATHER ST",199,217,102,0.717,"155/217 nearby properties (71.7%); Code: Condominium","Condominium"
"233-76","F_754442_2964376","10 GRANVILLE RD",199,182,102,0.667,"121/182 nearby properties (66.7%); Code: Condominium","Condominium"
"233-84","F_754271_2964269","323 HURON AVE",199,179,102,0.671,"120/179 nearby properties (67.1%); Code: Condominium","Condominium"
"233-85","F_754216_2964263","325 HURON AVE",199,184,102,0.682,"125/184 nearby properties (68.2%); Code: Condominium","Condominium"
"233-93","F_754149_2964635","103 FAYERWEATHER ST",199,231,102,0.727,"167/231 nearby properties (72.7%); Code: Condominium","Condominium"
"233-95","F_754041_2964633","44 CHILTON ST",199,212,102,0.720,"152/212 nearby properties (72.0%); Code: Condominium","Condominium"
"233-98","F_754295_2964675","108 FAYERWEATHER ST",199,201,102,0.688,"138/201 nearby properties (68.8%); Code: Condominium","Condominium"
"233-102","F_753839_2964944","140 VASSAL LN",199,149,102,0.598,"89/149 nearby properties (59.8%); Code: Condominium","Condominium"
"233-103","F_753882_2964935","134 VASSAL LN",199,146,102,0.583,"85/146 nearby properties (58.3%); Code: Condominium","Condominium"
"233-109","F_753882_2964773","55 CHILTON ST",199,205,102,0.663,"135/205 nearby properties (66.3%); Code: Condominium","Condominium"
"233-110","F_753878_2964449","25 CHILTON ST",199,181,102,0.653,"118/181 nearby properties (65.3%); Code: Condominium","Condominium"
"233-111","F_753877_2964386","17 CHILTON ST",199,182,102,0.664,"120/182 nearby properties (66.4%); Code: Condominium","Condominium"
"233-115","F_754467_2964302","301 HURON AVE",199,185,102,0.653,"120/185 nearby properties (65.3%); Code: Condominium","Condominium"
"233-119","F_754535_2964447","75 RESERVOIR ST",199,182,102,0.628,"114/182 nearby properties (62.8%); Code: Condominium","Condominium"
"233-122","F_754109_2964420","91 FAYERWEATHER ST",199,215,102,0.715,"153/215 nearby properties (71.5%); Code: Condominium","Condominium"
"233-125","F_754090_2964268","81-85 FAYERWEATHER ST",199,204,102,0.663,"135/204 nearby properties (66.3%); Code: Condominium","Condominium"
"233-132","F_754372_2964660","35 GRANVILLE RD",199,200,102,0.673,"134/200 nearby properties (67.3%); Code: Condominium","Condominium"
"233-133","F_754365_2964618","31 GRANVILLE RD",199,199,102,0.677,"134/199 nearby properties (67.7%); Code: Condominium","Condominium"
"233-134","F_754358_2964575","27 GRANVILLE RD",199,205,102,0.706,"144/205 nearby properties (70.6%); Code: Condominium","Condominium"
"233-135","F_754352_2964532","23-25 GRANVILLE RD",199,203,102,0.714,"145/203 nearby properties (71.4%); Code: Condominium","Condominium"
"233-138","F_754331_2964405","11 GRANVILLE RD",199,195,102,0.703,"137/195 nearby properties (70.3%); Code: Condominium","Condominium"
"233-139","F_754322_2964360","7 GRANVILLE RD",199,199,102,0.703,"139/199 nearby properties (70.3%); Code: Condominium","Condominium"
"233-140","F_754452_2964418","14 GRANVILLE RD",199,187,102,0.649,"121/187 nearby properties (64.9%); Code: Condominium","Condominium"
"233-142","F_754466_2964507","22 GRANVILLE RD",199,186,102,0.653,"121/186 nearby properties (65.3%); Code: Condominium","Condominium"
"233-143","F_754474_2964552","26 GRANVILLE RD",199,184,102,0.658,"120/184 nearby properties (65.8%); Code: Condominium","Condominium"
"233-144","F_754481_2964597","30 GRANVILLE RD",199,189,102,0.647,"122/189 nearby properties (64.7%); Code: Condominium","Condominium"
"233-157","F_753694_2964712","53 STANDISH ST",199,175,102,0.627,"109/175 nearby properties (62.7%); Code: Condominium","Condominium"
"233-158","F_753683_2964750","57 STANDISH ST",199,168,102,0.620,"104/168 nearby properties (62.0%); Code: Condominium","Condominium"
"233-160","F_753652_2964850","69 STANDISH ST",199,144,102,0.558,"80/144 nearby properties (55.8%); Code: Condominium","Condominium"
"233-166","F_753983_2964292","14 CHILTON ST",199,173,102,0.650,"112/173 nearby properties (65.0%); Code: Condominium","Condominium"
"233-167","F_753992_2964335","16 CHILTON ST",199,183,102,0.667,"122/183 nearby properties (66.7%); Code: Condominium","Condominium"
"233-168","F_753779_2964406","21 STANDISH ST",199,183,102,0.611,"111/183 nearby properties (61.1%); Code: Condominium","Condominium"
"233-169","F_753771_2964451","25 STANDISH ST",199,189,102,0.623,"117/189 nearby properties (62.3%); Code: Condominium","Condominium"
"233-174","F_753730_2964679","49 STANDISH ST",199,206,102,0.631,"129/206 nearby properties (63.1%); Code: Condominium","Condominium"
"233-177","F_753886_2964718","51 CHILTON ST",199,199,102,0.648,"128/199 nearby properties (64.8%); Code: Condominium","Condominium"
"233-178","F_753884_2964680","47 CHILTON ST",199,200,102,0.654,"130/200 nearby properties (65.4%); Code: Condominium","Condominium"
"233-180","F_753882_2964602","39 CHILTON ST",199,203,102,0.665,"134/203 nearby properties (66.5%); Code: Condominium","Condominium"
"233-181","F_754049_2964683","50 CHILTON ST",199,221,102,0.722,"159/221 nearby properties (72.2%); Code: Condominium","Condominium"
"233-186","F_753574_2965006","85-87 STANDISH ST",199,110,102,0.522,"57/110 nearby properties (52.2%); Code: Condominium","Condominium"
"233-187","F_753625_2965007","164 VASSAL LN",199,111,102,0.543,"60/111 nearby properties (54.3%); Code: Condominium","Condominium"
"233-189","F_753737_2964957","152-154 VASSAL LN",199,140,102,0.623,"87/140 nearby properties (62.3%); Code: Condominium","Condominium"
"233-197","F_753879_2964505","29 CHILTON ST",199,187,102,0.664,"124/187 nearby properties (66.4%); Code: Condominium","Condominium"
"233-200","F_753949_2964943","73 CHILTON ST",199,147,102,0.592,"86/147 nearby properties (59.2%); Code: Condominium","Condominium"
"233-201","F_753944_2964902","69 CHILTON ST",199,149,102,0.590,"87/149 nearby properties (59.0%); Code: Condominium","Condominium"
"233-202","F_754061_2964781","60 CHILTON ST",199,199,102,0.679,"135/199 nearby properties (67.9%); Code: Condominium","Condominium"
"233-211","F_754125_2964520","97 FAYERWEATHER ST",199,216,102,0.705,"152/216 nearby properties (70.5%); Code: Condominium","Condominium"
"233-213","F_753996_2964384","20 CHILTON ST",199,189,102,0.675,"127/189 nearby properties (67.5%); Code: Condominium","Condominium"
"233-216","F_754129_2964480","95 FAYERWEATHER ST",199,218,102,0.713,"155/218 nearby properties (71.3%); Code: Condominium","Condominium"
"234-38","F_753133_2964759","234 LAKEVIEW AVE",199,97,102,0.337,"32/97 nearby properties (33.7%); Code: Condominium","Condominium"
"234-66","F_753602_2964179","381-383 HURON AVE",199,125,102,0.404,"50/125 nearby properties (40.4%); Code: Condominium","Condominium"
"234-68","F_753215_2964076","427 HURON AVE",199,108,101,0.333,"36/108 nearby properties (33.3%); Code: Single Family","Single Family"
"234-83","F_753435_2964990","88 STANDISH ST",199,94,102,0.451,"42/94 nearby properties (45.1%); Code: Condominium","Condominium"
"234-84","F_753445_2964951","84 STANDISH ST",199,102,102,0.477,"48/102 nearby properties (47.7%); Code: Condominium","Condominium"
"234-85","F_753456_2964912","80-82 STANDISH ST",199,112,102,0.490,"54/112 nearby properties (49.0%); Code: Condominium","Condominium"
"234-90","F_753507_2964720","60 STANDISH ST",199,151,102,0.516,"77/151 nearby properties (51.6%); Code: Condominium","Condominium"
"234-97","F_753613_2964460","32 STANDISH ST",199,165,102,0.566,"93/165 nearby properties (56.6%); Code: Condominium","Condominium"
"234-103","F_753475_2964362","1 MALCOLM RD",199,125,102,0.361,"45/125 nearby properties (36.1%); Code: Condominium","Condominium"
"234-110","F_753674_2964292","14-16 MALCOLM RD",199,139,102,0.474,"65/139 nearby properties (47.4%); Code: Condominium","Condominium"
"234-117","F_753125_2964030","439 HURON AVE",199,95,101,0.354,"33/95 nearby properties (35.4%); Code: Single Family","Single Family"
"234-120","F_753606_2964397","7 MALCOLM RD",199,152,102,0.496,"75/152 nearby properties (49.6%); Code: Condominium","Condominium"
"234-127","F_753361_2964682","221 LAKEVIEW AVE",199,129,102,0.395,"50/129 nearby properties (39.5%); Code: Condominium","Condominium"
"234-147","F_753106_2964269","207 LEXINGTON AVE",199,110,104,0.337,"37/110 nearby properties (33.7%); Code: Two-Family","Two-Family"
"234-166","F_753456_2964114","399 HURON AVE",199,108,102,0.326,"35/108 nearby properties (32.6%); Code: Condominium","Condominium"
"234-167","F_753496_2964125","395 HURON AVE",199,113,102,0.354,"40/113 nearby properties (35.4%); Code: Condominium","Condominium"
"234-169","F_753561_2964169","385 HURON AVE",199,118,102,0.370,"43/118 nearby properties (37.0%); Code: Condominium","Condominium"
"234-169-1A","F_753561_2964169","385 HURON AVE #1A",343,118,102,0.370,"43/118 nearby properties (37.0%); Code: Condominium","Condominium"
"234-191","F_752935_2964786","255 LEXINGTON AVE",199,83,102,0.458,"38/83 nearby properties (45.8%); Code: Condominium","Condominium"
"234-194","F_753690_2964233","6 STANDISH ST",199,141,102,0.509,"71/141 nearby properties (50.9%); Code: Condominium","Condominium"
"235-2","F_753529_2962671","33 LEXINGTON AVE",199,57,101,0.722,"41/57 nearby properties (72.2%); Code: Single Family","Single Family"
"235-9","F_753401_2963155","99 LEXINGTON AVE",199,90,101,0.455,"40/90 nearby properties (45.5%); Code: Single Family","Single Family"
"235-14","F_753319_2963464","133 LEXINGTON AVE",199,95,102,0.420,"39/95 nearby properties (42.0%); Code: Condominium","Condominium"
"235-26","F_753443_2963593","118 LAKEVIEW AVE",199,103,101,0.382,"39/103 nearby properties (38.2%); Code: Single Family","Single Family"
"235-31","F_753550_2963187","78 LAKEVIEW AVE",199,91,101,0.475,"43/91 nearby properties (47.5%); Code: Single Family","Single Family"
"235-82","F_753329_2963418","129 LEXINGTON AVE",199,93,101,0.407,"37/93 nearby properties (40.7%); Code: Single Family","Single Family"
"235-85","F_753329_2963302","115 LEXINGTON AVE",199,96,101,0.422,"40/96 nearby properties (42.2%); Code: Single Family","Single Family"
"235-88","F_753376_2963882","148 LAKEVIEW AVE",199,107,101,0.337,"36/107 nearby properties (33.7%); Code: Single Family","Single Family"
"235-89","F_753308_2963925","420 HURON AVE",199,103,102,0.379,"39/103 nearby properties (37.9%); Code: Condominium","Condominium"
"236-37","F_753640_2963698","115 LAKEVIEW AVE",199,87,101,0.453,"39/87 nearby properties (45.3%); Code: Single Family","Single Family"
"236-65","F_754060_2964077","75 FAYERWEATHER ST",199,130,102,0.491,"63/130 nearby properties (49.1%); Code: Condominium","Condominium"
"236-68","F_753825_2964023","33 GURNEY ST",199,117,102,0.443,"51/117 nearby properties (44.3%); Code: Condominium","Condominium"
"236-80","F_753937_2963927","28 GURNEY ST",199,95,101,0.337,"32/95 nearby properties (33.7%); Code: Single Family","Single Family"
"236-81","F_753945_2963967","32 GURNEY ST",199,103,102,0.364,"37/103 nearby properties (36.4%); Code: Condominium","Condominium"
"236-83","F_753957_2964050","36 GURNEY ST",199,125,102,0.452,"56/125 nearby properties (45.2%); Code: Condominium","Condominium"
"236-87","F_754029_2963893","65 FAYERWEATHER ST",199,86,101,0.382,"32/86 nearby properties (38.2%); Code: Single Family","Single Family"
"236-89","F_753790_2963814","17 GURNEY ST",199,89,101,0.382,"33/89 nearby properties (38.2%); Code: Single Family","Single Family"
"236-117","F_753830_2964078","358 HURON AVE",031,139,102,0.504,"70/139 nearby properties (50.4%); Code: Condominium","Condominium"
"236-135","F_753911_2963192","31 FAYERWEATHER ST",199,43,101,0.810,"34/43 nearby properties (81.0%); Code: Single Family","Single Family"
"237-67","F_754470_2964072","57 RESERVOIR ST",199,130,102,0.528,"68/130 nearby properties (52.8%); Code: Condominium","Condominium"
"237-68","F_754477_2964120","59-61 RESERVOIR ST",199,142,102,0.557,"79/142 nearby properties (55.7%); Code: Condominium","Condominium"
